msp,phylum,class,order,family,genus,species
msp_1901,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella sinensis
msp_1902,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Negativibacillus,unclassified Negativibacillus
msp_1903,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_1904,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unclassified Bacteroides
msp_1905,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,unclassified Clostridiales 4
msp_1906,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,unclassified Anaerostipes
msp_1907,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unclassified Bacteroides
msp_1908,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,unclassified Clostridioides
msp_1910,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
msp_1911,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
msp_1912,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,unclassified Roseburia
msp_1913,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,unclassified Sutterella
msp_1914,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
msp_1915,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes
msp_1916,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
msp_1917,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,unclassified Oscillospiraceae,unclassified Oscillospiraceae
msp_1919,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,unclassified Peptoniphilaceae,unclassified Peptoniphilaceae
msp_1920,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
msp_1921,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes
msp_1922,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
msp_1923,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,Firmicutes bacterium CIM:MAG 1237
msp_1924,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_1925,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
msp_1926,Tenericutes,RF3_Tenericutes,ML615J-28_Tenericutes,unclassified_ML615J-28_Tenericutes,unclassified_ML615J-28_Tenericutes,unclassified_ML615J-28_Tenericutes
msp_1927,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
msp_1928,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_1929,Tenericutes,RF3_Tenericutes,ML615J-28_Tenericutes,unclassified_ML615J-28_Tenericutes,unclassified_ML615J-28_Tenericutes,unclassified_ML615J-28_Tenericutes
msp_1930,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_1931,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1932,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
msp_1933,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
msp_1934,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
msp_1935,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
msp_1936,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
msp_1938,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales
msp_1939,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_1940,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
msp_1941,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
msp_1942,Firmicutes,Tissierellia 3,unclassified Tissierellia 3,Peptostreptococcaceae,unclassified Peptostreptococcaceae,[Clostridium] hiranonis
msp_1943,Tenericutes,Mollicutes 2,Erysipelotrichales,Erysipelotrichaceae,unclassified_Erysipelotrichaceae,unclassified_Erysipelotrichaceae
msp_1944,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
msp_1945,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
msp_1946,Firmicutes,Tissierellia 3,unclassified Tissierellia 3,Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis
msp_1947,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified Lactobacillus
msp_1948,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Faecalicatena,Faecalicatena orotica
msp_1949,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,unclassified Lachnoclostridium
msp_1956,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
msp_1958,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,unclassified Sutterellaceae,unclassified Sutterellaceae
msp_1962,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,unclassified Sutterellaceae,unclassified Sutterellaceae
msp_1964,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 6,Lawsonibacter,Lawsonibacter asaccharolyticus
msp_1967,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1968,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1970,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
msp_1971,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
msp_1975,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,Flavonifractor,unclassified Flavonifractor
msp_1976,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_1977,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales,unclassified Clostridiales,unclassified Clostridiales
msp_1978,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified Bacteroidales,unclassified Bacteroidales,unclassified Bacteroidales
msp_1979,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,Lachnospiraceae bacterium UBA3273
msp_1980,Proteobacteria,unclassified Proteobacteria,unclassified Proteobacteria,unclassified Proteobacteria,unclassified Proteobacteria,unclassified Proteobacteria
msp_1981,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. UBA7263 & UBA7283 & RUG423 & RUG136 & RUG144
msp_1982,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unclassified Bacteroides
msp_1983,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unclassified Prevotella
msp_1984,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae
msp_1985,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus
msp_1986,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,unclassified Akkermansiaceae,unclassified Akkermansiaceae
msp_1987,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae
msp_1988,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae
msp_1989,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified Bacteroidales,unclassified Bacteroidales,unclassified Bacteroidales
msp_1990,Firmicutes,Tissierellia 2,unclassified Tissierellia 2,unclassified Tissierellia 2,unclassified Tissierellia 2,unclassified Tissierellia 2
msp_1991,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_1992,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unclassified Bacteroides
msp_1993,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_1994,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unclassified Prevotella
msp_1995,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes
msp_1996,Candidatus Melainabacteria,unclassified Candidatus Melainabacteria,Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales
msp_1997,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_1998,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_1999,Tenericutes,RF3_Tenericutes,ML615J-28_Tenericutes,unclassified_ML615J-28_Tenericutes,unclassified_ML615J-28_Tenericutes,unclassified_ML615J-28_Tenericutes
msp_2000,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,unclassified Phascolarctobacterium
msp_2001,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_2002,Tenericutes,RF3_Tenericutes,ML615J-28_Tenericutes,unclassified_ML615J-28_Tenericutes,unclassified_ML615J-28_Tenericutes,unclassified_ML615J-28_Tenericutes
msp_2003,Candidatus Melainabacteria,unclassified Candidatus Melainabacteria,Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales
